Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-12-01T00:01:02.376Z,23924451-4682-4542-8745-b04fe82ac966,2017-12-01T00:03:28.632Z,2017-12-01T00:10:35.568Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-12-01T00:00:33.096Z,c58addaa-39d4-4610-b364-d9f4d23b78c4,2017-12-01T00:04:09.864Z,2017-12-01T00:12:40.392Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:06:24.624Z,68c381b6-2a8f-4fdf-b4f3-4fb6dccfe58c,2017-12-01T00:14:52.128Z,2017-12-01T00:16:48.744Z,3,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T00:12:08.592Z,72c604b8-3322-43a6-951a-462eb77cdb7d,2017-12-01T00:15:51.360Z,2017-12-01T00:18:02.496Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-12-01T00:03:30.816Z,87a62c87-0bc8-475c-a2bb-02349e4ca0b1,2017-12-01T00:03:44.976Z,2017-12-01T00:20:45.024Z,4,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-12-01T00:01:02.520Z,9e964f33-6f78-4bb8-a702-ad70b7520334,2017-12-01T00:03:45.000Z,2017-12-01T00:35:52.920Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-12-01T00:30:39.192Z,414d1750-0e4c-4e92-8603-32d642d14a05,2017-12-01T00:31:36.864Z,2017-12-01T00:41:03.408Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-12-01T00:00:33.096Z,7a87c1fa-d14b-4940-adf3-1b807f9155a2,2017-12-01T00:03:33.264Z,2017-12-01T00:43:48.288Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T00:15:51.528Z,83995941-d780-4193-af4c-fff471cbb496,2017-12-01T00:21:07.512Z,2017-12-01T00:54:15.840Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T00:17:06.168Z,c68d0fc6-d1ef-4472-858c-cb4835ce33ab,2017-12-01T00:22:21.264Z,2017-12-01T00:58:23.232Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T00:35:11.520Z,00288c1b-8629-43f9-9536-c797a352cab6,2017-12-01T00:42:00.624Z,2017-12-01T01:01:59.400Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T00:52:27.528Z,402feebd-a004-48d3-bd16-ffe1a269499b,2017-12-01T00:55:08.616Z,2017-12-01T01:03:10.272Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-12-01T00:00:33.456Z,94dba802-aa70-45ca-b1e9-b5be58392a13,2017-12-01T00:05:16.752Z,2017-12-01T01:03:26.712Z,2,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-12-01T00:55:20.088Z,dc1d0eff-f39d-4ab0-b900-9690727b769f,2017-12-01T00:55:38.304Z,2017-12-01T01:04:46.248Z,4,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:15:25.440Z,c196eaa2-de5e-4b90-ad35-ecff6649ff3c,2017-12-01T00:19:38.280Z,2017-12-01T01:07:25.320Z,3,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-12-01T00:21:37.032Z,0bb77b80-e05b-4cc6-b8ed-4a56d5f88cf3,2017-12-01T00:24:59.424Z,2017-12-01T01:07:51.072Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-12-01T01:02:44.568Z,e297a5ba-f5e6-4f34-bff1-8e3ea94a9051,2017-12-01T01:07:25.752Z,2017-12-01T01:22:47.976Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-12-01T00:15:51.288Z,a75061b1-1f57-4bd9-be89-7f83b78e1fae,2017-12-01T00:22:38.760Z,2017-12-01T01:23:38.352Z,3,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T00:39:19.968Z,58d44d1d-a2ef-4975-9e13-d68764612f58,2017-12-01T00:43:52.440Z,2017-12-01T01:23:51.528Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
2017-12-01T00:55:20.328Z,956823f7-4942-4401-9aa1-cad39d1144d1,2017-12-01T01:08:15.384Z,2017-12-01T01:24:48.912Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-12-01T01:12:08.856Z,53514011-6ec4-472b-a459-a51d63628fea,2017-12-01T01:13:24.960Z,2017-12-01T01:25:38.424Z,2,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-12-01T00:31:30.072Z,5af2d21f-8859-4d35-89b0-185156ab8a8d,2017-12-01T00:31:34.896Z,2017-12-01T01:27:22.224Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-12-01T00:27:21.168Z,ac4ce9df-6559-45e4-a876-871df2e68014,2017-12-01T00:31:28.272Z,2017-12-01T01:27:47.784Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
2017-12-01T00:31:04.632Z,89128cdf-dc45-4f56-9112-d7f59ae391b9,2017-12-01T00:33:52.728Z,2017-12-01T01:28:12.600Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T01:03:34.224Z,94232bf3-d6eb-452b-ab80-19d4ff85772c,2017-12-01T01:09:51.792Z,2017-12-01T01:30:14.616Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-12-01T00:30:13.704Z,1f4d21e2-850b-4b8f-b2af-bd081c5e0be6,2017-12-01T00:39:28.200Z,2017-12-01T01:31:11.976Z,2,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:45:28.248Z,ba0890fb-b2ab-40cb-a991-a11c9252f44e,2017-12-01T00:55:38.304Z,2017-12-01T01:33:40.608Z,2,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:55:19.776Z,fa95ccec-7cec-4f67-91f6-7529b57bd9a7,2017-12-01T01:06:22.800Z,2017-12-01T01:38:46.584Z,3,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-12-01T01:00:16.896Z,246e6f98-3f40-41b0-9ad4-28f1a601de9e,2017-12-01T01:08:49.128Z,2017-12-01T01:42:59.280Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-12-01T00:55:19.944Z,bdc24562-5b9a-4d3d-9548-7c189af9b93b,2017-12-01T01:02:00.864Z,2017-12-01T01:44:34.608Z,1,8919b741-eee9-4d96-8649-d5aa95c29a49
2017-12-01T00:49:35.112Z,ef5d549c-a40b-4d11-b4da-b8c2f80dd713,2017-12-01T00:51:59.592Z,2017-12-01T01:47:12.600Z,1,0a38f434-5846-48b2-9cb6-75afd9c217d2
2017-12-01T00:48:20.640Z,ab088559-0993-4d4b-82b5-1dd9a4d29bbd,2017-12-01T00:49:35.904Z,2017-12-01T01:47:37.680Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-12-01T00:55:19.656Z,bb52785c-525e-4d10-b2b8-025146b5766d,2017-12-01T00:58:22.920Z,2017-12-01T01:52:03.744Z,2,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-12-01T01:27:17.904Z,cd88e8dc-f7d4-4151-a8e9-24f05af876eb,2017-12-01T01:28:12.216Z,2017-12-01T01:52:08.856Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a8
