Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-01-01T00:14:52.488Z,1cfd6b63-0846-40c0-965f-9131788b729f,2017-01-01T00:21:03.408Z,2017-01-01T00:26:08.760Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:20:14.256Z,9c9a2861-d53f-4ca4-83dc-dbe99854e656,2017-01-01T00:30:06.792Z,2017-01-01T00:35:36.528Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:26:11.784Z,e4f42daa-0bb2-44c4-aa4f-3d72c50c5e0e,2017-01-01T00:35:36.984Z,2017-01-01T00:45:26.232Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:36:30.504Z,4b021628-77c6-49e2-8228-13fc92871518,2017-01-01T00:47:01.224Z,2017-01-01T00:50:26.736Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:31:33.456Z,9da5e6ed-dce6-4fc4-a255-524ebdd23289,2017-01-01T00:43:51.696Z,2017-01-01T00:50:26.760Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:21:04.104Z,c0c5d9a3-b0fd-40bb-9bec-cd31d6b67b21,2017-01-01T00:22:42.576Z,2017-01-01T00:50:26.760Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:18:59.760Z,9ce65ae3-297b-4ab9-98a5-17b832833c0e,2017-01-01T00:37:42.264Z,2017-01-01T00:53:18.312Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:40:37.560Z,f9b619a0-ead9-4ea3-adf0-3e8333311d86,2017-01-01T00:41:29.040Z,2017-01-01T00:53:18.312Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:15:41.904Z,c64b7e38-43cc-4011-b0fa-362ae3d15e01,2017-01-01T00:30:43.776Z,2017-01-01T00:53:18.336Z,3,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:37:20.040Z,611042cd-e0d9-4231-8970-e63e056248d8,2017-01-01T00:50:27.504Z,2017-01-01T00:53:51.000Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:28:15.600Z,d470df0c-6696-4437-a3a7-2fbed2bb092b,2017-01-01T00:30:06.240Z,2017-01-01T00:53:51.048Z,2,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:33:13.152Z,75252182-430d-4017-8371-70db0f9ae707,2017-01-01T00:42:38.352Z,2017-01-01T00:53:51.024Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:16:55.848Z,1d5fc639-82d9-4681-a6d7-dbd2e371d8e7,2017-01-01T00:17:25.416Z,2017-01-01T00:56:50.064Z,1,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:27:25.896Z,50d4838f-a01b-4b50-8f26-86d7e3812f78,2017-01-01T00:27:50.736Z,2017-01-01T00:56:50.136Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:38:34.008Z,5c9e9c41-9da4-45c5-8ed6-66e27ba21d19,2017-01-01T00:50:27.504Z,2017-01-01T00:57:02.424Z,2,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:29:29.664Z,ee859bfa-f9fe-49f1-87f2-46c8e10d4bb0,2017-01-01T00:38:06.840Z,2017-01-01T00:59:11.568Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:50:55.152Z,2720066a-3156-4041-9b74-ea2bad78eece,2017-01-01T00:54:56.184Z,2017-01-01T01:00:06.504Z,1,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:17:45.360Z,496865bf-9894-41e9-9c0c-cbae0607cb84,2017-01-01T00:23:24.600Z,2017-01-01T01:00:27.576Z,3,8919b741-eee9-4d96-8649-d5aa95c29a48
2017-01-01T00:23:08.160Z,22267682-a0f0-481e-a9c1-5225cfce3faa,2017-01-01T00:25:27.816Z,2017-01-01T01:04:49.368Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:52:58.704Z,b35e2f05-b930-420d-800c-070d09c54ded,2017-01-01T01:00:44.088Z,2017-01-01T01:04:49.368Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:30:19.152Z,e1fd76bf-ef84-48b9-a151-7a26eb602f41,2017-01-01T00:36:39.168Z,2017-01-01T01:05:17.760Z,1,8919b741-eee9-4d96-8649-d5aa95c29a46
