Booking Time,User ID,Pick-up Time,Drop-off Time,Seat Count,Vehicle ID
2017-01-01T00:14:19.800Z,0c6377ff-7bfe-415b-bcd7-e450c3b2adfd,2017-01-01T00:16:01.416Z,2017-01-01T00:44:57.024Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:18:49.584Z,6f766284-8155-4c46-a3e9-c28f5698659d,2017-01-01T00:27:31.488Z,2017-01-01T00:32:17.208Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:04:55.824Z,2f2b169b-de10-4e1d-807a-4d744d6cc1b6,2017-01-01T00:06:26.400Z,2017-01-01T00:34:07.200Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:09:50.064Z,967503c2-7df6-406f-a99e-d4e9041a03d0,2017-01-01T00:14:03.528Z,2017-01-01T00:36:42.000Z,2,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:00:26.016Z,f1c0869b-c9f4-41e0-814a-474bba587134,2017-01-01T00:02:49.800Z,2017-01-01T00:36:42.024Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:28:13.608Z,7de1a978-62a0-4b9d-a6e4-60f101056ad4,2017-01-01T00:30:12.024Z,2017-01-01T00:39:53.736Z,1,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:32:43.608Z,60b130d9-18b9-42b1-9d93-a6682c31e6d6,2017-01-01T00:39:54.264Z,2017-01-01T00:42:13.128Z,4,4bf166af-9eeb-432a-bad5-4b93b827ac56
2017-01-01T00:37:13.344Z,75e9eacf-54b8-41d9-83a2-8905cac3249d,2017-01-01T00:38:07.632Z,2017-01-01T00:43:18.480Z,3,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
2017-01-01T00:23:19.320Z,6076d44b-d8bc-484c-81e5-0348dda01811,2017-01-01T00:41:52.200Z,2017-01-01T00:56:04.656Z,1,8919b741-eee9-4d96-8649-d5aa95c29a47
2017-01-01T00:46:37.344Z,1185614e-6286-4df3-bef1-48fb58885926,2017-01-01T00:48:13.440Z,2017-01-01T00:58:54.336Z,3,d6ee24d2-f4b8-4599-b29e-ef1302a6b1a9
